,YTY 82T,YTY 84T,YTY 88T,YTY 78T,YTO 68T,YTO 92T,YTO 70T,YTY 94T,YTY 96T,YTY 81T,YTY 115T,YTY 95T,YTY 121T,YTY 91T,YTY 91N,YTO 71T,YTO 65T,YTO 78T,YTO 89T,YTO 67T,YTO 98T,YTO 98N
ILMN_2104295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1804851,0.09337349,0.01506024,0.06626506,0.03313253,0.01054217,0.007530121,0.05120482,0.001506024,0.01656627,0.01807229,0.004518072,0,0.007530121,0,0.001506024,0.003012048,0.01355422,0,0.01054217,0.001506024,0.001506024,0
ILMN_2412624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2402629,0.009036144,0.01957831,0.1325301,0.1656626,0.05572289,0.02259036,0.006024096,0.007530121,0.003012048,0.007530121,0.007530121,0.007530121,0.007530121,0.006024096,0.001506024,0.007530121,0.004518072,0.001506024,0.001506024,0.001506024,0,0
ILMN_1713732,0.000156345,2.80E-06,0.000959368,3.32E-06,2.33E-06,2.05E-05,5.69E-07,6.93E-06,1.70E-05,7.12E-05,2.66E-05,0.000569304,3.12E-05,4.85E-05,5.54E-05,1.70E-05,5.69E-07,2.24E-05,1.12E-05,2.66E-05,1.56E-06,2.05E-05
ILMN_1697220,0.000163673,0.01506584,0.008168896,0.009110582,0.001960087,0.02678343,0.003320183,0.01779411,0.01035647,0.0252554,0.007870063,0.04882703,0.001279848,0.056872,0.007483082,0.03026273,0.01196938,0.004029472,0.005049584,0.01196938,0.01537122,0.00796885
ILMN_1807610,0,0.006024096,0.001506024,0.004518072,0.003012048,0.02108434,0,0.001506024,0,0,0,0,0,0,0.001506024,0,0,0,0,0,0,0
ILMN_2408039,0.07981928,0.1536145,0.2003012,0.128012,0.2289157,0.2153614,0.3855422,0.03463855,0.04668675,0.04819277,0.1054217,0.02259036,0.02409638,0.01807229,0.06024097,0.07981928,0.05722892,0.0436747,0.07981928,0.05572289,0.07680723,0.07078313
ILMN_1802167,0.009036144,0.004518072,0.009036144,0.05421687,0.01054217,0,0.09939759,0.1144578,0.01656627,0.02560241,0.1430723,0.02560241,0.07228915,0.03463855,0,0.01054217,0.06777108,0.126506,0.1762048,0.03012048,0.01656627,0
ILMN_2355586,0.7831326,0.9578313,0.4774096,0.5933735,0.8192771,0.686747,0.941265,0.8825301,0.626506,0.4171687,0.9262048,0.6430723,0.4668675,0.9533132,0.6445783,0.810241,0.5798193,0.8719879,0.8795181,0.8177711,0.8975903,0.998494
ILMN_1689162,0.03463855,0.02560241,0.07981928,0.03614458,0.01957831,0.04819277,0.03463855,0.001506024,0.006024096,0.006024096,0,0.02409638,0.001506024,0,0.006024096,0.01506024,0,0.004518072,0.01204819,0.003012048,0,0.006024096
ILMN_1764320,0.7581351,0.3631881,0.4571408,0.227237,0.3827187,0.3481838,0.1621893,0.436947,0.504518,0.3002761,0.2437238,0.2254398,0.4616411,0.2218668,0.6687382,0.4537682,0.4796753,0.2192061,0.1689359,0.4571408,0.4966115,0.3386339
ILMN_1744138,0.8990964,0.436747,0.3012048,0.9171687,0.5753012,0.5060241,0.6987952,0.5753012,0.4503012,0.2379518,0.6596386,0.7951807,0.3975904,0.623494,0.4939759,0.5045181,0.5421687,0.2213855,0.6310241,0.2274096,0.8554217,0.4201807
ILMN_1812441,0.1133922,0.1054312,0.1071047,0.4124379,0.177428,0.4616411,0.8006319,0.4024817,0.2822131,0.1223559,0.4235508,0.2684695,0.3545928,0.6864241,0.9166748,0.6750165,0.1048773,0.1376603,0.02700662,0.6560703,0.5697588,0.6936108
ILMN_1675701,0.1822289,0.1731928,0.0496988,0.01656627,0.04216867,0.007530121,0.05572289,0.1084337,0.08283132,0.2228916,0.1355422,0.1370482,0.2259036,0.06024097,0.01656627,0.2018072,0.1460843,0.1611446,0.05873494,0.1129518,0.1099398,0.0436747
ILMN_2336186,0.1731928,0.09186747,0.2394578,0.1370482,0.1987952,0.2063253,0.08584338,0.1355422,0.04216867,0.3403614,0.2725904,0.2605422,0.1174699,0.1927711,0.1551205,0.09939759,0.1204819,0.1777108,0.1987952,0.1566265,0.4819277,0.2575301
ILMN_2389069,0.1370482,0.007530121,0.007530121,0,0.009036144,0.001506024,0.007530121,0.02710843,0.07831325,0.1385542,0.08584338,0.01506024,0.0873494,0.009036144,0.009036144,0.1295181,0.07831325,0.03915663,0.1460843,0.07981928,0.01957831,0.02108434
ILMN_2261076,0.06946876,0.02257396,0.0188304,0.002796992,0.147845,0.00415671,0.02461874,0.006747596,0.03895063,0.01223148,0.03670943,0.00188323,0.001309382,0.02064565,0.003156925,0.08815914,0.01108157,0.007483082,0.02198339,0.005272328,0.01059454,0.006571581
ILMN_1677885,0.009036144,0.01204819,0,0,0,0.001506024,0.009036144,0.03614458,0.04518072,0.01957831,0.003012048,0.1024096,0.02861446,0.02560241,0.3524096,0.4171687,0.02409638,0.006024096,0.004518072,0,0.01506024,0.1430723
ILMN_1676983,0,0,0,0,0,0,0,0.001506024,0,0.003012048,0,0,0.001506024,0,0,0,0,0,0,0,0.001506024,0
ILMN_1662426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1686805,0.188253,0.06777108,0.1430723,0.1114458,0.1430723,0.2093374,0.1159639,0.04216867,0.05120482,0.1024096,0.03012048,0.1656626,0.08433735,0.0873494,0.246988,0.06024097,0.1024096,0.1325301,0.07981928,0.1009036,0.1174699,0.1144578
ILMN_2411963,0.8358434,0.2033132,0.3388554,0.2575301,0.2033132,0.308735,0.6099398,0.4939759,0.3283133,0.3253012,0.2936747,0.5180723,0.4156626,375,0.4277108,0.2816265,0.6204819,0.7243976,0.435241,0.4021084,0.1189759,0.561747
ILMN_1805330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2113535,0.1039157,0.001506024,0.0436747,0.1762048,0.04668675,0.03915663,0,0.3674699,0.01656627,0.007530121,0.003012048,0.3554217,0.007530121,0.2168675,0.4006024,0.001506024,0.2108434,0.1837349,0.06927711,0.01506024,0.2259036,0.310241
ILMN_1731862,0,0,0,0,0,0,0,0,0,0,0,0,0.001506024,0,0,0,0,0,0,0,0,0
ILMN_1766613,0.3854526,0.3078288,0.3684542,0.2700682,0.2452109,0.2623759,0.2961254,0.4247532,0.4275339,0.3723429,0.4806134,0.346804,0.2972855,0.3907599,0.4303237,0.4529685,0.4850532,0.4806134,0.2569495,0.4444087,0.3828125,0.3594601
ILMN_1756238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004518072,0,0,0,0,0,0
ILMN_1814789,0.01355422,0.03313253,0.004518072,0.001506024,0.003012048,0.004518072,0.003012048,0.001506024,0.01656627,0.007530121,0.03614458,0.1596386,0.004518072,0,0.001506024,0.1310241,0.01807229,0.01054217,0.02108434,0.007530121,0.007530121,0.004518072
ILMN_1723124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2362122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1653578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1693976,0,0,0,0,0,0,0,0,0,0,0,0.2665663,0.003012048,0.01054217,0.001506024,0,0,0.001506024,0,0.001506024,0,0
ILMN_1759411,0.0703125,0.05835554,0.006926726,0.000552396,0.000911805,0.000457924,0.05577599,0.09420231,0.02723105,0.005979665,0.0181352,0.01647251,0.001279848,0.03952483,0.01865496,0.0115833,0.01615266,0.01290339,0.02461874,0.01446727,0.08964494,0.009439849
ILMN_1658257,4.08E-05,5.56E-05,1.13E-06,4.08E-05,4.54E-06,2.84E-05,2.84E-05,1.13E-06,0.000113405,2.84E-05,1.81E-05,0.1197845,9.19E-05,0.003814959,1.81E-05,0.000113405,0,4.54E-06,9.19E-05,4.54E-06,1.13E-06,4.08E-05
ILMN_1677269,0.004518072,0.01506024,0.006024096,0.009036144,0.003012048,0.01204819,0.01054217,0.02409638,0.04668675,0.1400602,0.03313253,0.8177711,0.01957831,0.0496988,0.03162651,0.1746988,0.01506024,0.03915663,0.05421687,0.04518072,0.01506024,0.07530121
ILMN_1740500,0.01656627,0.1310241,0.1581325,0.09186747,0.2650602,0.06777108,0.001506024,0.07981928,0.07228915,0.186747,0.248494,0.4533133,0.128012,0.1355422,0.2093374,0.1762048,0.04066265,0.2048193,0.376506,0.09186747,0.2409639,0.4171687
ILMN_1747697,0.1032271,0.3407493,0.005501528,0.02064565,0.01331811,0.02612123,0.02102215,0.3375777,0.5383589,0.1087958,0.4024817,0.3104888,0.2753065,0.4864478,0.06946876,0.2962257,0.215684,0.5282202,0.3115166,0.1621893,0.3197814,0.394771
ILMN_1730325,0,0,0.01807229,0.009036144,0.003012048,0.007530121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1741976,0.748494,0.316265,0.5210843,0.4864458,0.1490964,0.8674699,0.6777108,0.810241,0.8524097,0.3433735,0.6611446,0.9774097,0.7063253,0.2063253,0.6731928,0.5978916,0.7243976,0.5120482,0.6355422,0.689759,0.01355422,0.6671687
ILMN_2134765,0.001234985,0.03512847,0.08954606,0.01946151,0.1220061,0.094063,0.03674336,0.01605934,0.1118132,0.09869108,0.263468,0.1510844,0.06423737,0.2286265,0.222557,0.07432138,0.220552,0.06696478,0.2058036,0.09603285,0.02006029,0.06641476
ILMN_1802699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1683589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1698085,0.009439849,0.1513483,0.00143206,0.03123887,0.03535331,0.02954412,0.0140289,0.159981,0.1450816,0.133072,0.1758641,0.213062,0.05577599,0.07551879,0.0550532,0.02178884,0.01290339,0.09266643,0.147845,0.04308892,0.006144992,0.09420231
ILMN_1682123,0.01204819,0.007530121,0.003012048,0.02710843,0,0.004518072,0.01506024,0.001506024,0.006024096,0.006024096,0.02861446,0.1174699,0.01506024,0.02409638,0.08433735,0.1129518,0.004518072,0.006024096,0.004518072,0.02108434,0.06024097,0.1174699
ILMN_1779685,0.6506024,0.9216868,0.9548193,0.748494,0.9879518,0.8674699,0.4638554,0.7454819,0.8222892,0.4051205,0.7018072,0.3975904,0.7771084,0.9307229,0.5120482,0.816265,0.5135542,0.3930723,0.6415663,0.7304217,0.5436747,0.5933735
ILMN_1780153,0.2545181,0.2831325,0.7439759,0.5286145,0.8990964,0.4111446,0.7439759,0.6039157,0.4759036,0.8283132,0.7168674,0.7891566,0.8885542,0.5858434,0.501506,0.8478916,625,0.4186747,0.6686747,0.4804217,0.8659639,0.8358434
ILMN_1689461,0.9743976,875,0.5361446,0.2801205,0.5993976,0.5060241,0.7996988,0.2891566,0.8343374,0.438253,0.7665663,0.5180723,0.4051205,0.3554217,0.7018072,0.3237952,0.2725904,0.3524096,0.3704819,0.4683735,0.3027108,0.5075301
ILMN_1736441,125,0.2725904,0.2183735,0.6430723,0.7876506,0.8674699,0.1009036,0.6310241,0.3780121,0.7756024,0.3554217,0.7018072,0.246988,0.4608434,0.563253,0.4759036,0.5858434,0.7063253,0.873494,0.7740964,0.5481928,0.4322289
ILMN_1777139,0.1350257,0.001630082,0.01304066,0.02700662,0.02237594,0.05292235,0.0140289,0.000757744,0.05910689,0.000129221,0.001664764,0.03482035,0.004692439,0.002796992,0.0140289,0.001999288,0.002120018,0.008578975,0.00207925,0.0242003,0.000503684,0.01145648
ILMN_1715886,0.001506024,0,0,0,0,0,0,0,0,0.001506024,0,0.02259036,0,0.003012048,0,0,0.003012048,0,0.003012048,0.001506024,0,0
ILMN_1737857,0.01204819,0.001506024,0.001506024,0.004518072,0,0.001506024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2391959,0.006210081,0.04224239,2.84E-05,0.000599915,0.001637574,0.00095374,0.006210081,0.2846487,0.1373385,0.1560924,0.3684542,0.4096215,0.09603285,0.2255815,0.2678591,0.1654857,0.2048386,0.1494332,0.1146801,0.03087463,0.08024114,0.1111022
ILMN_1769195,0.02741879,0.1046995,0.2853745,0.01969217,0.01648389,0.04276063,0.05024131,0.002910084,0.008552299,0.01000597,0.009052745,0.004019545,0.01969217,0.01077729,0.02697983,0.00503477,0.00301561,0.001654946,0.05371481,0.03299429,0.01181384,0.005137526
ILMN_1684563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1755897,0,0,0,0,0,0,0,0.001506024,0.003012048,0.001506024,0.1430723,0.1490964,0.003012048,0.02560241,0.02108434,0.007530121,0,0.003012048,0,0.003012048,0.007530121,0.03012048
ILMN_1790962,0.7695783,0.8900602,0.3855422,0.6581326,0.810241,0.5436747,0.433735,0.9066265,0.8448795,0.7078313,0.9171687,0.8072289,0.2575301,0.6521084,0.7665663,0.566265,0.6506024,0.7379518,0.5768072,0.5737952,0.4096386,0.6370482
ILMN_1736256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2287535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1658951,0.8539157,0.5466868,0.8207831,0.4262048,0.9066265,0.7876506,0.6686747,0.3599398,0.6415663,0.8207831,0.4231928,0.8027108,0.5692771,0.6204819,0.7063253,0.9322289,0.4713855,0.6987952,0.8057229,0.9006024,0.8433735,0.7003012
ILMN_2324162,0.08390187,0.04008202,0.2155792,0.06316229,0.07725291,0.06751706,0.01448074,0.05999147,0.1637574,0.08764425,0.4205992,0.01422558,0.148611,0.1190485,0.02319028,0.1823571,0.3607381,0.1197845,0.09669401,0.0500118,0.2926586,0.1805426
ILMN_1654586,0.4503012,0.7620482,0.498494,0.8207831,0.813253,0.558735,0.4939759,0.3554217,0.1521084,0.4036145,0.4262048,0.436747,0.4427711,0.7364458,0.7906626,0.7906626,0.6641566,0.8945783,0.5692771,0.6204819,0.5783132,0.7259036
ILMN_1667430,0.04915994,0.1464589,0.1071047,0.006747596,0.05222448,0.009663709,0.004833203,0.01359947,0.09997895,0.0134583,0.0703125,0.497741,0.07551879,0.1704599,0.2512249,0.1674208,0.3197814,0.0532736,0.1082301,0.02837187,0.1570679,0.1337211
ILMN_2392624,0.08238012,0.07463381,0.06494859,0.177428,0.04686108,0.009329227,0.04751042,0.04248061,0.03923703,0.1821714,0.08004875,0.2044451,0.1110781,0.06062888,0.01848062,0.01374162,0.1015944,0.1116536,0.07159088,0.03074821,0.009551343,0.06697809
ILMN_1786211,0.05421687,0.1024096,0.07379518,0.128012,0.05572289,0.1415663,0.1912651,0.1189759,0.09638554,0.1039157,0.2695783,0.1129518,0.08283132,0.09036145,0.1701807,0.09939759,0.06777108,0.06024097,0.06626506,0.126506,0.08584338,0.1460843
ILMN_2138801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001506024,0,0,0,0,0,0,0.001506024
ILMN_1786718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1737498,0.000678051,0.000111078,0.000659041,0.00103377,0.000325521,0.000156345,0.000116923,4.15E-07,1.92E-06,6.93E-06,1.54E-08,4.55E-09,7.58E-07,1.23E-07,9.84E-07,3.90E-06,2.80E-06,7.58E-07,1.56E-06,1.56E-06,3.32E-06,1.92E-06
ILMN_1676358,0,0,0.001506024,0,0,0.003012048,0,0,0,0.001506024,0,0.1159639,0,0.01656627,0.001506024,0.003012048,0,0,0.001506024,0,0,0.004518072
ILMN_1754053,0.2002093,0.067389,0.008168896,0.04653864,0.01249737,0.04589821,0.007772097,0.05948497,0.0345559,0.06217678,0.02008936,0.0703125,0.01417402,0.02237594,0.03325368,0.05835554,0.01145648,0.1704599,0.003722797,0.008270161,0.03562181,0.005197367
ILMN_1695187,0.009036144,0.003012048,0.001506024,0,0,0,0.009036144,0.02259036,0.1084337,0.1039157,0.02259036,0.314759,0.05271084,0.3343374,0.08283132,0.07078313,0.06174699,0.04668675,0.06174699,0.04216867,0.07228915,0.1174699
ILMN_2103761,0.09036145,0.06325302,0.03012048,0.02710843,0.04668675,0.01204819,0.01807229,0.0496988,0.0496988,0.07078313,0.06174699,0.1189759,0.05271084,0.313253,0.03162651,0.01807229,0.01355422,0.05271084,0.04066265,0.0436747,0.03915663,0.05421687
ILMN_2335304,0.6114458,0.9533132,0.2575301,0.9518072,0.7575301,0.3855422,0.438253,0.2756024,0.2816265,0.6927711,0.6551205,0.7545181,0.3373494,0.5195783,0.9262048,0.5933735,0.1521084,0.4909638,0.2394578,0.8840361,0.6039157,0.6460843
ILMN_2282019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2152010,0.4492754,0.159981,0.2372467,0.1829695,0.1443962,0.1396585,0.2002093,0.1021367,0.1133922,0.1492397,0.05257265,0.1071047,0.04248061,0.08004875,0.4436664,0.05948497,0.09891158,0.08766755,0.07419393,0.1389903,0.17979,0.1059871
ILMN_2188959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2314169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1797738,0.1822289,0.4171687,0.3930723,0.2289157,0.2183735,0.7259036,0.7530121,0.3042169,0.4548193,0.3629518,0.1701807,0.1460843,0.2891566,0.310241,0.4126506,0.3328313,0.314759,0.2153614,0.1762048,0.2454819,0.3253012,0.1626506
ILMN_1745110,0.7695783,0.3072289,0.5210843,0.3719879,0.1777108,0,0.2921687,0.9759036,0.501506,0.8689759,0.3283133,0,0.6099398,0.01807229,0.01656627,0.6626506,0.7259036,0.8915663,0.7906626,0.4277108,0.4472892,0.4081325
ILMN_1758323,0.03593137,0.3197591,0.1413134,0.3209646,0.2399659,0.2116417,0.04137143,0.2505126,0.4645086,0.350577,0.1303267,0.2700682,0.2756308,0.3658731,0.3710444,0.2378838,0.2358107,0.1751536,0.1778379,0.2462667,0.340561,0.3173549
ILMN_1753345,0.4111446,0.7153614,0.4608434,0.4683735,0.9307229,0.5436747,0.6581326,0.3433735,0.4548193,0.3629518,0.07228915,0.09939759,0.1460843,0.2153614,0.7183735,0.5873494,0.2168675,0.2771084,0.3870482,0.2003012,0.3298193,0.1701807
ILMN_1743303,0.004518072,0.003012048,0.007530121,0.009036144,0.003012048,0,0.01054217,0.009036144,0,0.006024096,0.02259036,0,0.004518072,0.004518072,0.001506024,0.03162651,0.009036144,0.006024096,0.001506024,0.001506024,0,0
ILMN_1784269,0.001506024,0.01355422,0.001506024,0.009036144,0,0.003012048,0,0.001506024,0.01355422,0.001506024,0.04066265,0.004518072,0.003012048,0.001506024,0.009036144,0.06626506,0,0.004518072,0,0.001506024,0.004518072,0.05722892
ILMN_1652178,0.1777108,0.5677711,0.4126506,0.5722892,0.688253,0.7108434,0.1385542,0.3207831,0.3584337,0.4457831,0.5406626,0.6596386,0.3418675,0.7334337,0.6671687,0.5406626,0.6611446,0.4909638,0.6144578,0.6596386,0.5286145,0.5361446
ILMN_1662091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1730082,0.5406626,0.814759,0.311747,0.5225903,0.5045181,0.7876506,0,0.6340361,0.8960843,0.6927711,0.7469879,0.9231928,0.9186747,0.8975903,0.6972892,0.9518072,0.8810241,0.9201807,0.246988,0.810241,0.9759036,0.9774097
ILMN_1807491,6.06E-06,8.90E-06,2.91E-07,1.23E-07,3.64E-08,5.27E-06,7.12E-08,0.003782841,0.06656886,0.001250762,0.0252554,0.5964143,0.00012297,0.2070101,0.4035857,0.001699934,0.000337429,0.003663392,0.000697422,0.001699934,0.001496173,0.2832052
ILMN_1708006,0.003012048,0.02861446,0.001506024,0.01204819,0.007530121,0.004518072,0.01054217,0.001506024,0,0.001506024,0.004518072,0.03162651,0,0,0,0,0,0,0,0.003012048,0,0
ILMN_1753275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1737211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1772214,0.009391104,0.3270261,0.02286707,0.1280302,0.1103934,0.09869108,0.08024114,0.1303267,0.07725291,0.1796387,0.07784602,0.3480594,0.07374188,0.2961254,0.1814487,0.2126227,0.03756442,0.03674336,0.07201698,0.03238972,0.1915656,0.3270261
ILMN_2365176,0,0.001506024,0,0,0,0.003012048,0,0,0,0.007530121,0,0.02409638,0,0,0,0,0,0,0,0,0,0
ILMN_1748883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2298624,0.001506024,0.001506024,0,0,0,0,0,0.001506024,0.006024096,0.006024096,0,0.02259036,0.003012048,0.003012048,0,0.01506024,0.003012048,0.006024096,0.003012048,0.004518072,0.001506024,0.001506024
ILMN_1699476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1739946,0,0.001506024,0.001506024,0,0,0,0,0.001506024,0,0,0,0,0,0,0,0.001506024,0,0,0,0,0,0
ILMN_1696003,0.121988,0,0.2274096,0.1957831,0,0.0376506,0,0.08433735,0.2966867,0,0.02108434,0.01656627,0.1912651,0.189759,0.1415663,0.003012048,0.2394578,0.05271084,0,0,0.2605422,0.04819277
ILMN_1654289,0.5240964,0.4518072,0.4066265,0.246988,0.439759,0.933735,0.4111446,0.4849398,0.3795181,0.3644578,0.4006024,0.2786145,0.128012,0.4292169,0.3448795,0.2846386,0.3524096,0.5075301,0.3810241,0.4006024,0.4698795,0.1987952
ILMN_1793628,0.003012048,0.001506024,0.001506024,0.003012048,0,0.003012048,0,0.01355422,0.01204819,0.001506024,0.03012048,0.003012048,0.01656627,0.01807229,0.03162651,0.01506024,0.003012048,0.01506024,0.001506024,0.04518072,0.009036144,0.004518072
ILMN_1758229,0.561747,0.1912651,0.06325302,0.1340361,0.3463855,0.1099398,0.06777108,0.0496988,0.04819277,0.04518072,0.07981928,0.2891566,0.01957831,0.2048193,0.1325301,0.0436747,0.01957831,0.04819277,0.02259036,0.02710843,0.08584338,0.09939759
ILMN_1761829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1659823,0.1325301,0.123494,0.07530121,0.1521084,0.1114458,0.1596386,0.126506,0.1641566,0.2243976,0.1385542,0.09337349,0.376506,0.2198795,0.09638554,0.06626506,0.1641566,0.1355422,0.09487952,0.1144578,0.1581325,0.08885542,0.07078313
ILMN_1721583,0,0,0.001506024,0.001506024,0,0,0,0.01204819,0.003012048,0.007530121,0.001506024,0.1686747,0.004518072,0.009036144,0,0.01355422,0.003012048,0.001506024,0.02861446,0.004518072,0.009036144,0.001506024
ILMN_2276002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1687306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2383305,0,0,0,0,0,0,0,0,0,0,0,0.004518072,0,0,0,0,0,0,0,0,0,0
ILMN_2382488,0.4548193,0.308735,0.2560241,0.3584337,0.3433735,0.1415663,0.7861446,0.5436747,0.1611446,0.3930723,0.7379518,0.1671687,0.4683735,0.04819277,0.1611446,0.4141566,0.2650602,0.3915663,0.4277108,0.3328313,0.3990964,0.5481928
ILMN_1747020,0.01807229,0.02861446,0.03614458,0.01807229,0.01957831,0.03915663,0.01204819,0.04216867,0.04066265,0.02861446,0.007530121,0.03614458,0.02861446,0.03012048,0.03012048,0.01807229,0.01506024,0.02560241,0.02710843,0.06174699,0.01957831,0.03463855
ILMN_1661129,0.748494,0.3945783,0.9503012,0.7153614,0.4307229,0.6340361,0.8463855,0.7710843,0.2831325,0.7304217,0.7454819,0.5572289,0.5527108,0.5240964,0.7093374,0.5406626,0.5421687,0.9924699,0.7951807,0.6475903,0.4262048,0.8509036
ILMN_1781256,8.96E-05,0.000472855,0.001528935,0.000457924,2.05E-05,0.007674947,0.000280689,0.000171226,1.70E-05,0.000503684,1.25E-06,0.02954412,8.48E-05,0.001138823,0.0066592,1.92E-06,5.27E-06,0.000135681,0.000443311,0.000888625,3.64E-05,0.00143206
ILMN_1693878,0,0,0,0,0,0,0,0,0,0,0,0.1400602,0,0.006024096,0,0,0,0,0,0,0,0
ILMN_2160209,0.3177711,0.810241,0.3222892,0.7063253,0.0813253,0.1099398,0.09337349,0.7123494,0.6626506,0.7003012,0.8268072,0.7274097,0.7003012,0.5783132,0.5707831,0.1611446,0.936747,0.376506,0.4171687,0.4939759,0.686747,0.3237952
ILMN_1655382,0,0,0,0,0,0,0,0,0,0,0,0.003012048,0,0,0,0,0,0,0,0,0,0
ILMN_2306077,0.03761951,0.000614818,0.000730409,0.001350912,0.003469023,0.002712385,0.006320343,0.003990751,0.02776873,0.004512364,0.005017838,0.0537589,0.003960019,0.01218816,0.0310847,0.00133939,0.01026936,0.04548386,0.001684189,0.03334307,0.02160901,0.07384729
ILMN_1694711,0.1927711,0.373494,0.4743976,0.3493976,0.7018072,0.6114458,0.2168675,0.2996988,0.3057229,0.09939759,0.3825301,0.5978916,0.2243976,0.2996988,0.4623494,0.5858434,0.2996988,0.436747,0.2936747,0.4231928,0.5105422,0.3524096
ILMN_1780036,0,0,0.001506024,0,0,0,0,0.001506024,0.003012048,0.003012048,0.003012048,0.009036144,0.003012048,0.003012048,0.004518072,0,0,0.006024096,0.001506024,0.003012048,0.004518072,0.001506024
ILMN_1758827,0.346804,0.1089826,0.01111487,0.09802312,0.001389217,0.000290318,0.02036308,0.05291044,0.03512847,0.05048923,0.158627,0.2623759,0.09735743,0.1850958,0.06586701,0.2452109,0.005716768,0.1373385,0.04180578,0.1519134,0.154414,0.1190485
ILMN_1765605,0.004518072,0.003012048,0.009036144,0.01204819,0.003012048,0.003012048,0.01204819,0.04216867,0.01656627,0.1129518,0.02259036,0.02409638,0.02108434,0.01054217,0.01656627,0.1370482,0.06777108,0.02861446,0.06626506,0.02710843,0.01957831,0.01506024
ILMN_1656487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1695740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1695443,0.1782132,0.002747923,0.00251117,0.006398653,0.003843527,0.006144992,0.001463883,0.04949436,0.009776955,0.0197241,0.01071493,0.2921957,0.07821564,0.2550139,0.1133922,0.03698475,0.02504198,0.0134583,0.01779411,0.04157893,0.05118923,0.04949436
ILMN_1685722,0.03012048,0.01204819,0.1144578,0.1626506,0.01054217,0.006024096,0.01506024,0.02861446,0.006024096,0.1129518,0.1521084,0.2816265,0.02560241,0.04066265,0.05722892,0.04819277,0.05722892,0.03463855,0.07831325,0.02861446,0.0376506,0.03162651
ILMN_1668983,0,0,0,0,0,0,0,0,0,0,0,0.03473041,0,4.54E-06,0,0,0,0,0,0,0,0
ILMN_1778660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2307851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1689425,0.9330353,0.155252,0.2452109,0.1227512,0.1326435,0.3531037,0.02351575,0.0188718,0.01499787,0.158627,0.1007086,0.2265943,0.0500118,0.04401151,0.02351575,0.09082527,0.1075809,0.03552879,0.02484033,0.04953663,0.02222746,0.05843668
ILMN_1763184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
