,YTY 82T,YTY 84T,YTY 88T,YTY 78T,YTO 68T,YTO 92T,YTO 70T,YTY 94T,YTY 96T,YTY 81T,YTY 115T,YTY 95T,YTY 121T,YTY 91T,YTY 91N,YTO 71T,YTO 65T,YTO 78T,YTO 89T,YTO 67T,YTO 98T,YTO 98N
ILMN_1743570,70.7334,108.2633,105.8384,140.1674,132.6108,93.33562,91.93411,235.4064,217.5951,215.3515,258.5912,155.4992,208.7157,338.7019,220.8526,253.0267,177.6021,226.7078,222269,218.7062,279.0602,225.2144
ILMN_1738468,51.18099,50.77962,51.78415,88.37975,59.41204,147.5027,51.64156,60.16707,70.33191,48.97974,72.2494,81322,50.27479,92.66722,110.8247,78.14117,62.40332,57.82866,58.51172,65.27895,61.01982,66.53915
ILMN_1728512,46.58175,53.92475,66.79422,53.45322,62.42485,93.46095,48.12717,73.65324,56.87717,50.23359,64.64509,74.98684,66.71504,85.82838,67.6182,72.56702,64.03691,75.84965,59.53461,69.4888,77.08775,73.84596
ILMN_1676984,75.73135,71.95656,136.1706,168.2301,125.5901,138.2685,145.1138,151.6563,103.5694,139.4049,115.5119,122.6545,153.5414,254.9683,178.6623,742.2791,149.4863,208.0477,156036,139.1693,101.6801,184.0188
ILMN_1717579,52.84657,57.59693,58.10264,92.83455,69.53407,71.13276,89.92049,165.4765,121.7769,127.9047,167.3413,115.3524,116.2645,164.7281,119.8968,200.8037,130.5825,154.6037,148.8607,117559,154.7154,132.6901
ILMN_2231299,95.99456,166.4914,118.1614,136.3853,194.9464,110405,233.1819,767.5687,380.3442,721.2419,681.3919,594.3405,632.2978,734.6834,673.5931,1011.56,580.1972,650.1517,814.6049,582.8318,545.9886,522.2586
ILMN_2097858,87.04456,94.70699,183.9142,70.2325,93.77489,57.95294,54.79548,153.9668,130.3483,58.69339,81.29871,71.84638,100.2447,202.2782,142.8441,243.0211,88.69028,97.90845,73.81029,83.92805,102.7211,161.6549
ILMN_1705527,60.76394,82.46336,183.6488,99.25991,75.46947,90.41306,98.05378,135.5201,167.6765,270625,139.1752,124.9075,193.8957,183.1493,99.09196,134.2619,220.7436,207.5114,158.3697,453.8639,543.2645,110.7041
ILMN_1667230,270688,117.4587,300.5816,76.58611,343563,3225768,202.0811,120.8101,379.9527,153798,919.7993,138.5737,124.4654,1200747,3015521,63.54998,457.7129,127.2868,61.51348,179.6653,77.15994,1232648
ILMN_1690329,83.03413,148.5277,204.7834,221.4563,176.7232,123807,159.7678,173.8818,208.6223,136915,96.62894,64.45265,196.3862,213.4344,184.6702,204.3491,157.9203,196.1987,183.0326,158.5573,171.8175,174.4184
ILMN_2146817,91.79477,137.9783,121.0883,257.7878,209.2711,151.1735,93.41631,173.1398,179096,156.9629,236.0565,308.8066,150.4982,322082,179.0566,278.9496,198386,224.1925,183.6234,194.0725,184.8402,207.6726
ILMN_1735192,45.82446,50.0061,35.83619,45.90059,53.86141,48.22277,49.20449,62.31712,60.84568,58.6173,59.32439,51.02386,50.64498,66.52017,64.24001,68.20615,65.33186,56.08218,64.30735,57.37794,60.88898,57.94548
ILMN_1780357,1167518,2340611,3076205,5657532,3914085,5640436,3700161,3485852,2445748,4949603,4063271,462869,2971413,2295344,3125394,3020906,4038744,3936399,3203.23,2916971,2640.82,2428312
ILMN_1740319,42.27145,40.83018,35.85749,48.02791,44.5209,39.53334,39.97733,52.60142,52.32265,48.9725,55.92346,60.28041,40.71046,54.57594,48.08369,61.17841,49.77548,58.2214,52.07011,50.69163,59.2799,52.36416
ILMN_1696622,42.76476,46.21984,40.89907,53.11784,51.97578,45.81161,41.94286,51.94817,49.38875,58.12484,69.01337,52.62946,52.93394,66.38357,54.60514,86.99593,58.88187,63.76009,72.45253,59.1841,63.85776,61.68823
ILMN_2358560,133.0556,98.85712,143.2707,125.8714,226.1081,125.0231,122264,187.2244,112.6147,195.6138,217.5282,69.21971,189.7286,311.3302,122.7109,253789,320.4006,255.4916,279.5731,203.3574,193.4716,185.6265
ILMN_1753131,270.5581,278.5945,163.5877,569.5153,312.2132,96.60867,265.3176,1010284,675855,448.1514,964.3595,286.1053,849.1938,937.4146,396.0444,1259582,1066436,1032333,765.0247,713171,622.2458,358.4888
ILMN_1721926,48.28134,49.80427,68.32113,110.3233,87.95947,88.88709,58.7959,85.65406,79.40147,69.78359,90.11948,59.36517,94.52734,74.53378,88.21108,93.08298,82.02464,108.05,83.73211,91.68922,110.2832,77.52639
ILMN_1728048,41.31275,45.48191,42.36383,46.86126,50.33839,45.21932,40.71796,55.32886,57.32903,51.11036,61.21685,62.31431,53.99564,63.2473,52.60756,76.65015,54.83539,62.77388,55.97153,54.1891,60.95512,62.04239
ILMN_1698653,471.7234,673.8444,501.0762,1077101,658.7233,462.1344,740.5562,1227852,757.3722,1467424,992.1006,428.3959,729.3847,806.6936,798.6539,1868397,1056774,1325167,1487217,1053716,546.3565,995.7714
ILMN_1726388,81.00806,157.5248,83.00095,199.2019,164.3255,174.0857,116.1618,217154,221.1599,258.8436,321.3592,481.5259,223.8947,605.5319,363.6847,222.2355,198.7836,440.5732,235.1297,211108,272.9503,357.4877
ILMN_1661616,54.18597,56.45771,57.38971,68.40658,64.68902,57.16553,46.20493,126.5665,103.8576,151.4331,115.4752,66.04654,122.9599,193.7641,105.6492,126.6957,118.0604,216.7924,167.6633,127.3055,112.0735,163.6762
ILMN_1717326,174.7571,195.9839,684.4229,258.2121,733.0905,476.9359,396792,226.3016,158.9082,296.9378,239.76,540.1644,245.2694,532829,224.9257,181.7617,501.7342,271.1613,410.0942,308.4836,151.0665,225.5829
ILMN_2283293,43.16772,46.36854,44.28588,55.01958,49.91457,53.1598,47.46974,76.99608,73.84747,83.72517,66.61833,71.21113,70.03818,81.91931,61.34684,78.86789,61.20909,103.2894,74.53284,70.5654,83.97347,64.58905
ILMN_2286024,39.20466,45.21111,35.41251,49.00345,49.13091,37.21211,39.64516,50.70394,51.59929,51.29802,54.7466,48.78542,47.74318,66.48952,47.22192,75.27701,52.16037,58.56115,54.93497,57.66842,56.26587,57.83374
ILMN_1794912,41.37978,40.57777,35.61767,45.26493,48.60281,41.50138,41.68716,48.20151,48.9985,40.79601,47.28371,51.34501,49.01878,54.75767,44.53763,67.26986,46.27821,50.46313,50.07407,48.10252,55.59854,51.24539
ILMN_1806914,47.30621,55.02443,46.85,77.15198,56.84079,56.51276,49.23692,58.70716,58.91566,56.57174,63.97337,71.72598,63.20411,84.87266,64.00805,78.5283,63.83081,77.57478,63.13489,60.10052,72.22861,69.79124
ILMN_1688101,367.9086,625.0035,379.9894,903.4629,309489,164.7984,446.5922,729.1777,525.7634,371.1264,701.1912,82.82175,442.7419,104.5781,92.38409,511.5613,265.0956,807148,524.0366,559.7518,421.1338,109.5439
ILMN_1720496,61.16932,81.76394,77.16004,79.44732,93.62439,84.7293,98.82416,181.2251,114.3612,148.2872,205.7757,107.1599,101.4616,175.2807,120.7295,309.1816,180.1863,215.0847,132.2738,137.9654,199.2539,113.8305
ILMN_1710571,7961135,9548662,8951432,10734.21,12230.54,10604.06,10803,20968.75,17917.79,15162.07,17534.43,16536.09,15841.67,16188.4,17678.46,23313.44,19730.57,21318.53,20072.75,16450.43,20806.94,22459.07
ILMN_2362293,44.25828,40.30398,39.51932,49.09791,41.73151,41.31502,37.13267,63.12923,58.88836,55.4579,56.60499,58.47612,53.65261,72.84525,57.87703,78.02293,60.55994,67.45695,67.31509,56.8381,68.8786,66.50953
ILMN_1696521,42.13018,40.24328,40.77637,54.88854,49.6368,48.4537,43.13387,59.07195,58.5316,50.63671,60.9758,56.35472,53.81829,66.81045,57.87204,78.46124,59.39398,64.62775,57.25707,49.98058,63.9925,62.85595
ILMN_1727195,116.6617,165.1812,196.4393,386.0258,267011,226.6234,143.8248,400.9891,270.5656,266.7362,309.5346,225.5899,386.5441,458024,320.3127,582.6267,320.0522,401.1047,395.3599,368.3966,414.7946,318.8864
ILMN_2394902,47.67302,64.33451,52.33032,63.20755,63.39537,150.2169,51.20297,81.07631,74.90989,69.38977,108.0436,61.28,67.40182,79.34089,140.4874,93.75945,76.50031,85.30112,86.53774,76.24446,74.27337,110.7609
ILMN_1700037,219372,406.7756,320.0277,771.8448,691.4475,670.5695,580.1697,601.1427,454.3359,1095.18,447.8025,1099431,569.0188,668.9156,591.9664,2128699,823.4098,770.3876,907.2897,613.7775,609.5049,912.3834
ILMN_1747251,170.6534,524.9407,220.6086,450.3817,252.2246,495.9519,221.3345,855.1382,561.0693,413.6162,1169679,343.2451,584.1372,887.1488,1255956,700.7122,450.4413,777.4028,470.9826,514.3367,565.5739,922.2821
ILMN_1784967,43.95755,43.54438,49.56543,54.99083,51.84602,46.72094,44.36435,69.60703,70.79866,63.20465,70.48275,66.97053,65.88628,79.30434,63.0449,89.14783,75.01022,77.63776,70.90952,70.40424,73.68096,69.58048
ILMN_1769997,496.0887,796647,1007977,355.6513,906364,984.0717,1231577,2314313,1297279,1587584,2086133,254.0567,1690138,724355,1646698,3727152,1459.32,1726327,706.9739,1495824,2727239,1586947
ILMN_1680644,299.6283,415.1334,519.5579,761.2153,475003,219.5128,189.7611,609.5329,321582,210.2364,436.9953,68.82584,468458,198.0412,275.6993,499.5672,489.9297,521.6297,525.2034,405.5076,468.5717,197839
ILMN_1660749,3554301,3424825,1579786,6359229,2163678,1287.97,1145469,1920672,3218461,2698908,11575.06,520.1663,8563.74,5384648,3392708,4270267,9510582,1566536,5617944,4951151,8745562,2971311
ILMN_1674498,43.9331,47.36283,43.91,69.60945,57.81523,60.41528,43.28048,53.94426,53.70507,51.89581,58.37652,75.23203,54.80373,68.97403,61.20191,67.25396,58.45858,67.83624,55.9044,65.62811,60.14429,58.13596
ILMN_1731741,797.1809,2161833,1663101,2025808,1487748,2141643,1566482,3652893,2587545,2911016,1894548,3061539,2184608,3338413,2308704,4171229,2158.96,3289927,2645907,2011344,3204078,2256839
ILMN_2382309,10469.99,15931.29,12584.93,16635.48,17304.62,17628.39,15752.61,27490.77,18655.82,20406.89,18342.96,19461.65,18082.18,21140.79,23808.25,31894.97,22924.91,26064.9,24692.06,18486.12,19252.1,26930.79
ILMN_2130158,296.6807,378.3365,282.3488,433.8286,460.6865,239.2611,261.1024,966.8729,438.0967,759.6851,1063708,424.9797,489321,629.4907,468.4353,1248705,724.0331,809.1124,704.9536,448.4273,711.8608,594.2252
ILMN_1658232,3795303,5201466,7165543,11342.87,7925999,4184575,3424379,5551.08,3846455,3372933,8420046,4327215,5142459,7862914,3470704,3636169,6532584,6024029,4970.92,5603844,6160962,3458699
ILMN_1791123,59.51574,65.82839,59.8737,88.51905,78.67471,74.21231,60.75396,99.72836,77.22135,80.3206,93.94241,74.45783,78.31416,93.00997,86.69992,96.60603,76.13599,97.99051,85.65683,75.76922,84.38977,81.10098
ILMN_1768016,43.26908,42.10801,42.4614,45.11855,60.59501,39.69892,42.14988,60.84947,67.17219,69.77119,68.84639,58341,62.19549,82.42927,60.81145,88.48702,69.18892,72.43802,70.03628,71.01431,76.49383,64.90611
ILMN_1702056,357.5694,1281.13,730.9507,1482174,1050142,1543.87,964.6555,689.2158,691.4279,593476,1066.68,437.3226,629.5908,542.3917,715.0406,1482817,743816,719.7374,580.2666,478.1432,695.2839,938339
ILMN_1804652,181.6187,338.3689,486.5837,296.3506,629077,1332.21,361.1569,474935,436.8406,642.2196,701.4731,727.0275,410.8633,793.4189,1288953,549.8052,635.1423,488.6799,423.3354,468.4375,460.8904,714.2724
ILMN_1794741,269.6402,592.8251,340.7403,863.1905,845456,942.2274,1020133,1067275,812.4496,2109515,1137591,1281292,854.3148,1259164,1034542,3077882,1854773,1203668,1901867,1152285,1250174,1087034
ILMN_1717371,40.98508,43.09956,37.36778,46.69391,46.76024,49.75939,41.94003,47.03978,58.27197,49.27505,61.07642,55.68837,52.0113,55.22973,53.04019,74.14086,61.18501,50.02596,51.85335,49.07314,57.34746,52.34362
ILMN_2399769,79.51723,134.9296,126.1478,190.2585,222.9245,193.4043,100.4081,303.6989,249.0586,347.9286,295.8537,751.1059,277686,489.0166,551056,622.6533,365.2541,343.0797,272.7591,310.5363,320.1743,478.9866
ILMN_1731358,48.27688,65.54719,58.67684,87.47546,66.11519,64.68217,53.59618,88.07483,69.85983,93.0363,80.34883,86.37756,70.07105,110.1048,83.27478,103.8984,79.31734,91.91673,83.46465,80.74772,80.02579,77.2094
ILMN_1674135,56.43866,98.64565,118.7685,528.9088,148.1868,117.2587,82.63521,242.7633,160.1084,115.3227,181.5671,148.4618,173.9187,451.5139,202.0345,161.8001,167.2422,217.1911,169.0174,175.6685,328435,168.7547
ILMN_1812302,236.8147,411.6969,420.4436,821.6378,500.8946,377.0212,461.4422,441.89,367685,429.1383,454805,376.4839,345.2019,595.7591,351891,592.0894,455683,589.0757,462.6967,419.8672,353.8598,363.0622
ILMN_1805990,684.4998,1119.76,1206265,2460386,1670048,3658.67,1157154,1220.48,767.9756,1100147,1093373,2422.3,938.8455,1710.28,1763381,1009502,1386043,934.4039,1106785,915.2187,1003509,1070643
ILMN_1778755,120.2281,150.4251,169.9796,486.0642,238127,121.6933,100.2884,648.7477,291447,267.6325,573.2552,71.45486,330.5964,293.6953,283.6768,287514,321.6043,640.4327,391.3955,367.3939,478.3153,330.1801
ILMN_1813455,49.46252,56.23188,72.93452,69.91716,68.62428,70.93761,61.7484,72.30331,74.41669,74.24483,67.27049,101.9703,67.71672,281.9444,103.8274,102142,58.99346,137.9253,67.48691,70.95306,70.5422,83.94203
ILMN_2234930,53.55162,66.10636,100.7496,108.7706,93.84257,88.01724,57.99271,118.9232,86.13081,103.1488,138.5008,121.2474,115.1309,270.1896,106.9428,163153,164266,127.1896,120.2955,145.4125,159.8427,104.7172
ILMN_1653073,81.05776,127726,133.2373,242.1146,148685,244.5624,150.9701,116.0279,96.65628,126.2133,126954,64.07415,114.1344,72.75889,77.90646,141.7891,139.1304,115.5947,104.5947,97.37827,104.5977,80.93856
ILMN_1739210,41.19096,46.31993,40.38938,53.01669,51.32977,41.67545,39602,62.08104,58.69281,60.47906,60.17609,57.34848,60.16071,62.41892,58.08161,75.13631,54.78053,69.47209,58.95343,61.19341,61.88848,62.59713
ILMN_2396272,112.9458,200.6192,175.7467,243.8964,170.1284,190.4575,125.5054,246.2025,216.9343,255.0697,337.0597,108.9551,256.5035,278.6183,313.9885,313.1904,312.5886,294.3639,249177,257.4156,236.8994,190.7395
ILMN_1651501,45.56956,49.3363,48.09795,53.73168,56.78596,50.65778,47.72453,98.01943,83.32427,93.02264,109.8381,86.73212,92.69463,109.0185,85.56943,110.1633,89.45219,102.4382,107.1437,86.59512,99.12881,90.70789
ILMN_1780987,301.3163,364.8073,509.9718,539.9808,512765,289.9103,301.2549,667.2177,306487,475.6223,885.6097,589.8041,651.1509,935.3347,503.6447,569.9456,463.5775,849.9289,522.3947,443.2471,485.3232,531.8161
ILMN_2370588,42.37332,44.35252,42.73719,47.68021,49.51508,46.33263,40.29513,71.67153,59.4753,67.59806,65.94971,61.15598,55.76455,69.07854,68.59074,85.43056,70.32267,73.51902,67.0173,75.29354,57.08631,74.20862
ILMN_2079225,125.9439,295.1171,427.4457,396.0127,445.9776,251.6174,270.0165,360674,196839,324.6042,291.8894,457.3036,239.3239,540.4517,354.6964,573.1887,291694,261585,337.5247,284.6862,243.0105,363.3335
ILMN_2136455,423.8282,424.3743,916.6595,768.9507,1311764,712.0117,629.6409,695.8707,664.9559,817.6462,1204915,773.6145,1149936,2181879,610.5873,1294578,1648501,1018088,1080452,1271528,1116.67,468.5745
ILMN_2186983,47.43137,66.92518,46.9492,79.42311,65.1548,62.14382,54.9456,79.62414,75.12145,82.72843,84.00175,79.43778,75.55744,106.3662,82.58657,109.2968,77.78817,117.5198,77.77994,85.91727,90.81213,80.37907
ILMN_2365881,399.6875,898.9681,975.6395,2434647,1086983,860.3417,767.1324,885656,569.4667,1235142,1193324,540.0073,897.5366,897.1816,698.3613,1076272,1008495,886.5607,954.9008,698.8915,918.0541,575.0083
ILMN_1660721,1733361,2011046,1192626,3713.84,2202208,2666244,1399109,4020882,2075809,1634859,2304.37,6833.35,2279227,5757771,3939518,1725.7,2088767,2661583,2338005,2689274,2314416,3224.56
ILMN_1783131,68.97301,59.13369,87.53024,106.2614,83.5096,57.42844,56.81836,108.0684,85.79632,70.39055,101.9559,55.00253,113.9941,97.05218,75.45125,92.85786,89.90488,109.6086,89.72452,83.31728,114.7313,82.79227
ILMN_1732538,41.40321,37.3546,38.74654,49.50155,49.62628,48.44677,38.20415,61.66798,54.45773,48.31534,46.80946,71.50017,53.64277,107.4289,76.99721,63.65227,58.99059,61.30246,53.94389,56.33815,54.60979,55.1222
ILMN_1697363,44.28217,38.49974,40.1265,46.36076,50.86424,42.36699,40.09049,58.43012,55.84416,55.41467,55.52171,51.46515,58.41418,70.94747,58.38992,76.1853,58.0442,66.50217,55.8781,60.90169,61.30563,62.0998
ILMN_2167915,49.81426,51.3561,76.08984,55.60351,75.32127,54.89774,45.03213,66.74902,55.29056,70.44481,80.7265,61.58274,63.02848,76.32197,61.17672,76.49683,70.9554,79.94933,66.28506,80.44444,69.30318,68.72696
ILMN_1688231,77.93353,90.39559,206.5842,136.6333,187.3625,175.5498,133.8357,117.7204,72.00711,143.4059,104.6422,156.4231,117.6901,177.3863,81.9767,100.8856,160.7883,135.1075,159.5063,120.9467,133.2281,84.45746
ILMN_2228710,70.86591,129.1021,279.2486,227.7375,312.0324,368.4951,177.7483,295.9023,417.9119,432.3201,368.5999,501476,390.3433,1459.16,809.4822,1159219,589.0007,405.6821,482.5012,688631,652.9651,814.4203
ILMN_1713985,309.6577,704.4009,637.4665,1516033,829.1541,894.5807,389.1264,606.7776,422804,622.9335,890.9011,193298,483.6537,706.5017,683.8381,469.5113,569.9579,862071,530.5805,558.5165,769.0161,620.0102
ILMN_1778425,320.0307,833734,803.0424,1023764,1098262,836.5846,642.8499,1023562,777.9612,804.0532,1015355,1242.39,764.7924,1403289,1128074,1215195,845.1391,1016.17,780.5532,766.6609,1116503,975.2576
ILMN_1690352,416.0103,799.6425,723.8398,780.0842,1114119,1608636,1260764,2478781,1672555,3664654,3345865,1129.06,2044.42,2019703,2632574,3589295,3360355,2244155,2734021,1923684,2442585,2582.97
ILMN_1669174,94.40284,157.4395,65.7226,131.7799,99.13541,74.88131,94.06656,699431,303149,468949,384.4009,445.8536,446.6594,747.5805,571.8912,749.4261,290753,706.5188,486.2956,423.1024,388268,665.2328
ILMN_2180371,40.96628,41.94511,36.07598,48.48365,47.62259,37.49989,37.94727,63.55078,54.98167,53.71936,65.39944,58.35588,59.26314,68.10094,51.23407,73.38933,56.3726,64.00062,59.54095,61.37688,61.1204,57.17733
ILMN_1729686,52.82738,59.6064,46.55793,69.78182,64.56953,62.09262,46.31266,86.69939,59.78372,70.30119,67.89524,75.41129,67.12389,86.45312,81.99682,73.28568,61.63845,85.82227,69.95354,67.78046,78.44985,80.15941
ILMN_2196232,283.3211,544.7237,824.3596,1005961,475.3763,587.5309,386.6848,479296,582.9376,611.8422,190.0457,288.0172,342.6549,868.3574,723.8438,642.7438,431.7204,535.6721,442402,420.3569,641.2236,664.3181
ILMN_1791587,239.3613,262.9889,318.0308,789816,481.2832,351825,196.3862,533.2879,230.0319,296.3589,355.4777,264.3441,456.9064,1176073,685.8544,541.5812,510.3915,716.3955,330.8115,446.0556,503.8108,571.8045
ILMN_1803217,67.18095,199.9693,100.1818,142.8853,164.5791,132.8656,118.4117,270.5579,242.0009,231.7507,340.9142,212.6812,221.8044,320.6763,184.1655,248.3298,182.4899,228.7421,234.9661,215.4271,223.3321,186.0817
ILMN_1800396,52.34118,84.81915,36.53407,53.32803,57.13007,61.3234,50.57725,135.2331,92.43079,164.9378,73.13259,177.5493,112.7865,268.4375,130.4088,72.08028,58.08252,149.7304,165.2273,99.89516,84.30867,275.6026
ILMN_1776263,1323512,975.0466,4981146,2191827,4928481,5882899,3847665,2308937,1312.15,4634044,2437.2,118.2514,2857033,1951692,1382799,1122772,5028519,1777488,4259451,3194918,3223.36,954.2796
ILMN_1779522,41.79883,53.99385,48.33007,104.3364,72.37248,57.45267,53.90464,91.48469,91.0562,84.79585,107808,84.57212,67.70522,152.0496,113.6563,92.53049,89.1857,106.6465,95.95104,88.02641,92.96725,92.68983
ILMN_1805027,43.15385,40.00748,40.11428,46.24694,45.53069,39.21589,38.15249,50.55677,53.49583,52.86876,58.94448,53.36598,56.57824,68.13029,59.94871,72.5034,58.15609,64.81178,54.66558,53.7486,56.24937,56.95551
ILMN_1673543,39.32742,39.95399,33.67222,42.1036,45.81644,40.48889,41.78198,53.20099,47.54567,46.35896,56.88468,47.90493,50.68967,54.07035,47.72979,64.78424,58.43972,56.76939,58.06667,48.93536,50.29742,49.30801
ILMN_1716357,3104571,5373398,7765544,10221.44,10433.54,10715.63,9454.8,9221113,6228.27,9108254,7999773,15901.8,7146607,10595.9,9487.02,14607.06,8401889,8264.91,9139536,6795703,9511979,10087.72
ILMN_2136971,1856702,3220182,5088523,11000.32,6698754,7366719,7874981,8458242,9613609,8164888,10685.44,4241135,6259245,6479218,5023318,13636.17,8071176,8668235,8625132,6358488,8674921,6319508
ILMN_1658885,82.96892,127.1605,101.9297,196.1414,127.3888,113.9815,94.20904,494.8767,388.6639,335.9343,619.7072,88.53055,320.0796,515.2387,229.4576,638.3789,528134,535.3384,475.4619,374.3243,469.8162,336749
ILMN_1714159,41.89891,51.42232,42.35271,69.50079,65.62084,50.88845,56.35727,71.48621,74.40147,84.53017,95.76987,75.35661,61.89881,76.63057,63.77309,84.3793,70.29945,75.95863,73.57149,74.63396,76.01143,66.55729
ILMN_2277676,113.5843,255.9704,235.2899,540.7415,320.4913,170.8071,174.2214,355.4886,313.1018,383.7128,520.3786,320.0897,331.7762,443.2097,226.7226,435.7144,421.4103,320.6598,363.5003,360.5271,368.3264,283.7843
ILMN_1660938,39.53569,40.85903,38.23598,47.57927,47.48963,42.43246,41.05466,57.27496,59.99221,52.2897,53.2556,57.04744,50.90286,63.67608,52.29072,71117,58.86422,80.48901,61.50567,54.68866,57.27141,57.41978
ILMN_2178587,47.52516,46.94552,42.49868,53.37387,46.81922,43.12814,44.36515,59.1408,55.59253,54.94637,56.65449,58.55259,56.87636,60.20658,62.20464,69.78993,54.71006,65.08407,63.7834,59.7676,61.32148,58.08427
ILMN_1720303,1055091,1679043,1819139,4108469,1562404,1257451,1188.42,1811481,1556579,1548248,1720306,160.5665,1397831,2251818,1263918,1734266,1756.96,2123208,1668278,1537368,1458152,1283547
ILMN_2367290,443.9269,599.3357,807196,999.0422,877.4714,601.7905,584.5878,1308334,879.5284,717.1161,1425133,456.4001,1169.52,1962.85,1164332,1119353,1170904,1597921,1052.55,1234731,1292333,1072219
ILMN_1723626,43.23385,45916,34.87061,52.42093,52.41511,43.88665,44.10573,64.2093,75.13666,68.02119,77.28089,57.70913,63.87344,77.63173,65.26791,98.04813,73.8373,83.5305,82.39281,66.29147,66.08132,73.51961
ILMN_1684468,325.5482,159.0223,650.6922,670.3533,406.0777,475.0619,598.0099,345534,148.1191,537.7152,226.8372,306.4929,566.9156,580.4321,187.7473,229.3022,950.1381,576.3556,1231.09,663.1284,228.0208,155.7415
ILMN_1703955,50.00903,52.09748,59.46399,71.75784,73.00737,76.71944,52.17685,107.8226,75.87664,67.37157,88.84896,127.8114,120.8128,234.6516,125.8497,78.45737,67.88058,144.9545,73.43119,106756,147.2074,106.1664
ILMN_1736729,49.67333,39.98931,35.92379,41.80609,44.11653,37.92546,43.8007,61.38124,58.21418,52.54792,54.88311,55.08208,54.45103,64.95071,57.61008,70.07166,56.0841,61.39589,65.38694,55.89792,54.86991,64.81394
ILMN_1664248,39.37092,44.52719,37.19989,48.2436,50.34655,42.30145,39.30848,55.15528,51.68777,50.1347,58.81873,55.55338,50.08054,57.84063,50.97054,62.43893,53.2796,47.47736,52.56762,54.4884,53.75742,52951
ILMN_2372974,101.9968,249.5998,424.7454,370.0079,426.5803,311.0593,545.6267,794.2608,575.3987,618.2759,511.6398,152.1608,454.5615,447.7637,523.6104,1067577,618.2487,591.3978,461.3698,683.6068,556.4109,583.5194
ILMN_2288483,52.4767,53.62029,57.12036,79.40388,87.04871,80.33311,65.34789,189.6272,142.4704,212.6794,195.3878,243.8216,165.1998,326.1164,234956,219.0098,224.6022,324.6611,211.1486,176.5818,174.5715,232.8322
ILMN_2339266,100.9693,160.1414,240.8727,287.7,310742,161.9928,214.8165,523.1702,297.7811,491.1807,425325,627.8334,526.7849,1010843,444.3318,1131108,632.7493,577.3264,670.7706,655.7962,409.4509,426996
ILMN_1749915,60.48139,69.3604,56.07633,116.1613,66.64458,49.91803,48.96664,73.11262,71.72155,62.79013,111.8653,54.59246,69.39072,78.52231,65.92085,76.12291,74.72519,77.60329,67.78632,63.37991,97.73866,62.31129
ILMN_1771019,47.39647,55.71685,47.33664,75.92361,61.57147,58.69848,45.69096,94.41986,72.04436,90.2478,104.2317,91.88357,87.94039,109.1024,78.10907,107.3426,83.21024,108108,86.96823,91.59559,87.49425,94.87041
ILMN_1713602,76.99603,156.8324,70.34223,83.31679,62.53042,90.56737,67.30835,181.5758,102.1002,247.7984,111.0976,53.58515,111.1495,124.9831,57.50554,90.93073,136.6407,304.1997,98.56718,175.1449,277.7357,61.2024
ILMN_2392274,36.77898,43.04722,36.58614,51.48373,42.90153,43.85485,38.30219,57.70715,61.44851,56.71387,58.39952,53.26247,52.49827,60.14832,55.23713,72.33677,56.84735,64.38489,57.39847,56.19415,56.66357,55.51656
ILMN_1754423,49.04861,59.60019,51.17294,83.64783,69.84133,63.79854,60.24297,68.2508,67.82332,73.27786,78.67055,83.25351,70.24311,88.01522,68.05069,99.8447,68.16095,82.07971,73.30555,72.48151,79.72633,74.0515
ILMN_2402947,44.61103,53.96405,48.58365,66.70583,63115,64.19454,44.78814,71.46021,70.59469,77.78011,78.06297,72.35998,68.55215,81.62738,63.94431,104.6683,75.78879,78.85671,75.56691,64.07883,75.87215,71.45956
ILMN_2129312,97.53409,117.4319,198.9288,811409,190.3817,104.6591,134.2071,153.5834,100.8975,119.8506,190.6537,71.67197,196.0948,218.6688,107.2942,463.6286,198.4754,112.1027,142.5874,152.2911,193.7536,94.02898
ILMN_2087528,62.2588,77.63251,79.38722,120.7504,74.14223,54.05718,65.97644,133.0868,148.55,122.4668,114.4743,61.16629,137.8902,88.33235,85.54579,156.0214,86.03353,138.8778,112.6177,119.4803,103.0399,76.67808
ILMN_1665998,237337,246.1508,280.7095,452.6644,335.8118,204.6914,205.4369,173.6447,132.5635,155.8871,320.6244,60.8164,160.8629,83.9521,99.92648,133.2872,169.9594,187.2126,123.8684,150.1045,176.5897,95.9851
ILMN_2355665,118.2732,213.3077,286.7462,444.3443,448.8355,370.2159,282859,1083768,666.9171,732.4322,677.1047,1661.86,1037.97,3028282,855.4756,1435823,1151988,1529762,897.2642,1141664,1410049,921.4122
ILMN_1812970,162.3798,335.7719,249715,444.6529,340.9282,411877,439322,512.0288,362025,697.1675,543015,273.5002,401714,436.3681,406.1103,564.5811,484.8153,447.8772,523.5582,446.4612,407.9399,400.7196
ILMN_1709092,39.95436,42.27625,39.28271,52.71416,46.76931,45.39233,42.94151,75.75868,71.78837,80.44746,66.42098,105029,62.05436,112843,79.53745,107.1435,67.07616,84.37082,69.69682,65.15772,86.62464,86.92593
ILMN_1738207,795.8257,752.4207,300.1369,67.32965,284.1674,278.9707,661.2649,1029828,724.1404,583689,476.6487,432.5783,529.9417,1080904,432.6714,1181475,191.9036,958.9542,620.3516,881.8798,1159153,763.4254
